ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,TotalSpendings,Age,Tenure,TotalChildren,TotalSpent,TotalPurchases,Education_Encoded,Marital_Status_Encoded,Cluster
10617,1989,Master,Divorced,9.30383071506352,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,30,36,3.6635616461296463,0,3.4339872044851463,6,2.0,0.0,4
11166,1961,Graduation,Married,10.813337587580296,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,315,64,6.240275845170769,1,5.755742213586912,12,1.0,1.0,7
849,1953,Master,Together,10.935425707936245,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,660,72,5.926926025970411,1,6.493753839851686,18,2.0,1.0,2
523,1989,Graduation,Married,10.522880544507412,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,74,36,6.244166900663736,1,4.31748811353631,6,1.0,1.0,0
4066,1978,2n Cycle,Divorced,9.965663910962803,1,0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,46,47,3.912023005428146,1,3.8501476017100584,5,,0.0,4
8414,1962,PhD,Single,10.416909802149386,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,86,63,5.75890177387728,1,4.465908118654584,6,3.0,0.0,0
819,1945,Graduation,Widow,11.055419414634455,0,0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,1103,80,5.4680601411351315,0,7.00669522683704,24,1.0,0.0,9
4961,1974,Master,Together,9.96439448743965,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,61,51,5.075173815233827,1,4.127134385045092,7,2.0,1.0,8
749,1981,Graduation,Together,10.649298338178925,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,145,44,5.407171771460119,1,4.983606621708336,7,1.0,1.0,0
5430,1956,Graduation,Together,10.905056493665374,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,684,69,6.483107351457199,2,6.529418838262226,19,1.0,1.0,7
7755,1954,PhD,Married,10.963792044549187,0,1,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,411,71,5.438079308923196,1,6.021023349349527,14,3.0,1.0,7
10525,1986,Graduation,Single,10.187801459080141,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,27,39,6.437751649736401,1,3.332204510175204,3,1.0,0.0,6
1453,1943,PhD,Widow,10.95978367541029,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,1060,82,5.883322388488279,0,6.966967138613983,25,3.0,0.0,9
8310,1964,Graduation,Together,11.129363717249026,0,1,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,1459,61,6.507277712385012,1,7.286191714702382,21,1.0,1.0,5
10710,1979,Graduation,Married,8.922791623969637,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,18,46,6.507277712385012,1,2.9444389791664403,3,1.0,1.0,6
5031,1974,Graduation,Together,11.32835337763112,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,1833,51,6.470799503782602,0,7.51425465281641,25,1.0,1.0,9
2613,1960,Master,Married,10.9003992863779,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,237,65,4.477336814478207,1,5.472270673671475,10,2.0,1.0,8
213,1963,PhD,Single,10.047241516180824,1,1,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,48,62,3.4965075614664802,2,3.8918202981106265,6,3.0,0.0,4
967,1976,Graduation,Married,10.737483041683452,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,515,49,5.840641657373398,2,6.246106765481563,16,1.0,1.0,7
1077,1974,Graduation,Together,10.94581163685745,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,1020,51,6.349138991379798,0,6.928537818164665,14,1.0,1.0,5
7959,1961,Graduation,Married,11.282392176682402,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,1370,64,3.4657359027997265,0,7.223295679562314,10,1.0,1.0,3
640,1951,Graduation,Married,10.9561431589308,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,1026,74,6.16541785423142,1,6.934397209928558,23,1.0,1.0,5
4252,1965,Graduation,Married,10.700454061735071,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,301,60,4.59511985013459,1,5.71042701737487,11,1.0,1.0,8
8432,1956,Graduation,Together,10.905056493665374,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,684,69,6.483107351457199,2,6.529418838262226,19,1.0,1.0,7
6218,1965,Graduation,Married,10.99532695691681,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,499,60,6.42648845745769,1,6.214608098422191,16,1.0,1.0,7
6905,1994,Graduation,Together,11.298320357176074,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,1004,31,6.517671272912275,0,6.912742820493176,20,1.0,1.0,9
5922,1974,PhD,Married,10.605222750282607,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,218,51,5.560681631015528,1,5.389071729816501,10,3.0,1.0,7
3598,1972,Graduation,Married,11.046292149829952,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,606,53,5.998936561946683,1,6.408528791059498,18,1.0,1.0,2
6116,1968,2n Cycle,Married,10.799289821982947,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,75,57,5.886104031450156,1,4.330733340286331,5,,1.0,8
6263,1968,Graduation,Together,10.472289588823237,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,106,57,6.517671272912275,3,4.672828834461906,6,1.0,1.0,6
10486,1948,Graduation,Married,11.253416121335281,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,990,77,5.983936280687191,0,6.898714534329988,16,1.0,1.0,9
2410,1969,Graduation,Single,11.31029507277839,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,1097,56,5.0689042022202315,0,7.001245622069476,15,1.0,0.0,1
193,1996,Basic,Married,9.576510097476705,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,16,29,4.890349128221754,0,2.833213344056216,3,0.0,1.0,0
3363,1974,2n Cycle,Married,9.910016194498828,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,51,4.653960350157523,0,3.5553480614894135,4,,1.0,0
8278,1990,PhD,Married,11.214721565058865,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,1711,35,6.511745329644728,0,7.445417556701687,15,3.0,1.0,9
10660,1957,Master,Married,11.108364947596469,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,438,68,5.1298987149230735,2,6.0844994130751715,14,2.0,1.0,7
8686,1979,Basic,Together,10.074284623478128,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,75,46,6.2878585601617845,1,4.330733340286331,5,0.0,1.0,6
1604,1960,Master,Married,10.765406572342945,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,225,65,5.43372200355424,1,5.420534999272286,10,2.0,1.0,2
5907,1952,Master,Married,10.417657577552509,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,18,73,6.403574197934815,2,2.9444389791664403,3,2.0,1.0,6
10669,1981,Graduation,Married,10.903880433697777,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,470,44,6.013715156042802,1,6.154858094016418,15,1.0,1.0,2
2918,1981,Graduation,Divorced,10.258045256703726,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,91,44,6.093569770045136,2,4.5217885770490405,6,1.0,0.0,0
5735,1991,Master,Single,11.414639862984364,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,2525,34,4.919980925828125,0,7.8343923029104365,17,2.0,0.0,1
359,1950,Graduation,Together,10.780434363667258,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,504,75,6.278521424165844,1,6.22455842927536,16,1.0,1.0,7
8387,1957,Graduation,Married,10.672229100017557,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,235,68,6.293419278846481,1,5.4638318050256105,10,1.0,1.0,7
1829,1961,PhD,Divorced,10.914360926896231,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,1232,64,6.267200548541362,1,7.117205503164344,18,3.0,0.0,5
3839,1958,Basic,Single,9.619598278323043,1,1,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,88,67,6.0473721790462776,2,4.48863636973214,7,0.0,0.0,6
9392,1971,Graduation,Single,10.20192408788577,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,17,54,3.970291913552122,1,2.8903717578961645,3,1.0,0.0,4
2292,1985,Graduation,Single,10.013596775216158,1,0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,24,40,5.805134968916488,1,3.2188758248682006,4,1.0,0.0,0
10466,1965,Graduation,Married,10.700859604153607,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,60,60,5.7430031878094825,2,4.110873864173311,5,1.0,1.0,0
9855,1952,PhD,Single,11.034905792929415,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,1020,73,5.733341276897746,1,6.928537818164665,25,3.0,0.0,9
4088,1962,PhD,Together,10.357679330734525,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,155,63,6.3473892096560105,1,5.049856007249537,8,3.0,1.0,7
5231,1974,2n Cycle,Married,10.734111457653192,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,51,51,4.812184355372417,2,3.9512437185814275,4,,1.0,4
590,1970,Master,Divorced,11.27187249311245,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,1812,55,6.318968113746434,0,7.502738210754851,15,2.0,0.0,9
8732,1969,Master,Widow,11.117955093954706,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,1461,56,6.380122536899765,1,7.2875606403097235,21,2.0,0.0,5
2315,1960,Graduation,Divorced,10.97510541480526,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,96,65,4.2626798770413155,1,4.574710978503383,5,1.0,0.0,8
3515,1952,Graduation,Single,11.039845107446496,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,160,73,4.890349128221754,1,5.081404364984463,8,1.0,0.0,8
2245,1969,Master,Married,10.683775268411074,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,139,56,6.073044534100405,2,4.941642422609304,7,2.0,1.0,0
6283,1968,Master,Divorced,11.06416655995377,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,908,57,6.075346031088684,1,6.812345094177479,21,2.0,0.0,5
2246,1965,2n Cycle,Married,10.755602364191718,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,183,60,5.71042701737487,1,5.214935757608986,7,,1.0,8
6606,1969,Master,Married,11.15756394382831,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,1161,56,6.1224928095143865,1,7.057897937411856,17,2.0,1.0,5
5545,1972,PhD,Married,11.265437990266502,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,988,53,4.454347296253507,0,6.8966943316227125,13,3.0,1.0,1
7342,1961,2n Cycle,Widow,10.988423410387995,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,1072,64,6.490723534502507,1,6.9782137426306985,24,,0.0,5
837,1977,Graduation,Married,10.911627938040162,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,174,48,5.676753802268282,2,5.1647859739235145,8,1.0,1.0,0
9500,1959,Graduation,Married,10.970161877668298,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,758,66,6.255750041753367,1,6.63200177739563,19,1.0,1.0,5
3602,1958,Master,Married,10.847646337752757,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,195,67,5.198497031265826,1,5.278114659230517,9,2.0,1.0,8
234,1979,Graduation,Divorced,9.634823485920109,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,31,46,6.4425401664681985,1,3.4657359027997265,4,1.0,0.0,6
2995,1957,Master,Together,11.10701525782018,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,1084,68,5.75890177387728,0,6.98933526597456,16,2.0,1.0,1
1118,1956,Master,Married,10.83891402271876,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,685,69,6.20455776256869,1,6.530877627725885,19,2.0,1.0,5
7789,1965,PhD,Married,11.345914106667006,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,1672,60,5.393627546352362,0,7.422373700986824,25,3.0,1.0,9
3068,1990,Graduation,Married,9.817493839369153,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,43,35,5.497168225293202,0,3.784189633918261,5,1.0,1.0,0
8955,1957,PhD,Together,10.607871365022062,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,49,68,4.897839799950911,2,3.912023005428146,4,3.0,1.0,4
945,1965,Graduation,Together,10.500068765119742,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,133,60,6.0014148779611505,1,4.897839799950911,7,1.0,1.0,7
5644,1957,Graduation,Together,10.650507198560563,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,363,68,5.564520407322694,1,5.8971538676367405,13,1.0,1.0,7
7192,1955,Graduation,Together,11.093599740798876,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,545,70,6.089044875446846,1,6.302618975744905,16,1.0,1.0,2
2324,1972,Graduation,Together,11.252144945715953,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,1065,53,5.5053315359323625,1,6.97166860472579,29,1.0,1.0,9
697,1969,Graduation,Together,11.224162808898203,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,2047,56,6.163314804034641,0,7.6246189861593985,20,1.0,1.0,9
3439,1972,Graduation,Married,10.945917421515245,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,296,53,6.408528791059498,2,5.6937321388027,10,1.0,1.0,7
1506,1975,Graduation,Single,10.649250902099034,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,140,50,5.905361848054571,2,4.948759890378168,7,1.0,0.0,0
232,1965,Graduation,Single,11.027767587952816,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,530,60,5.8522024797744745,1,6.274762021241939,16,1.0,0.0,2
8876,1963,PhD,Together,10.423173804734315,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,152,62,6.53813982376767,2,5.030437921392435,8,3.0,1.0,6
4500,1991,PhD,Together,11.137256994896104,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,1598,34,5.58724865840025,0,7.377133712833954,23,3.0,1.0,9
9739,1963,Graduation,Single,10.445172103888103,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,114,62,6.267200548541362,1,4.74493212836325,6,1.0,0.0,7
10395,1986,Basic,Single,9.098402718735318,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,101,39,6.517671272912275,1,4.624972813284271,7,0.0,0.0,6
1176,1973,Graduation,Married,10.174620947849,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,25,52,5.638354669333745,1,3.258096538021482,3,1.0,1.0,6
1627,1957,2n Cycle,Divorced,11.255423361019579,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,789,68,6.253828811575473,0,6.672032945461067,21,,0.0,9
938,1981,Graduation,Married,10.60192073752531,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,87,44,5.814130531825066,2,4.477336814478207,5,1.0,1.0,6
2740,1958,PhD,Widow,10.417478162445276,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,90,67,5.638354669333745,2,4.51085950651685,7,3.0,0.0,0
257,1959,PhD,Married,11.225683295746833,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,1215,66,6.059123195581797,1,7.103322062526113,18,3.0,1.0,9
4058,1955,PhD,Single,11.023290393775266,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,811,70,5.564520407322694,0,6.699500340161678,21,3.0,0.0,9
7736,1986,Graduation,Married,10.02211467629434,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,61,39,6.423246963533519,1,4.127134385045092,5,1.0,1.0,0
8210,1975,Master,Married,10.91018555548575,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,405,50,5.765191102784844,1,6.0063531596017325,13,2.0,1.0,2
833,1955,Master,Married,10.557191995297144,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,72,70,4.5217885770490405,2,4.290459441148391,6,2.0,1.0,0
6230,1971,Graduation,Divorced,10.701490121198454,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,189,54,6.214608098422191,2,5.247024072160486,9,1.0,0.0,6
7325,1986,PhD,Together,10.5505384372031,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,40,39,5.902633333401366,1,3.713572066704308,4,3.0,1.0,0
1307,1978,Graduation,Divorced,10.6451153255436,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,63,47,4.948759890378168,1,4.1588830833596715,7,1.0,0.0,8
1502,1983,Graduation,Together,10.255129853946785,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,52,42,6.144185634125646,1,3.970291913552122,5,1.0,1.0,6
6211,1976,PhD,Together,10.529319025811207,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,39,49,4.07753744390572,1,3.6888794541139363,4,3.0,1.0,4
843,1971,Graduation,Married,11.07787190418095,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,805,54,3.5553480614894135,1,6.692083742506628,21,1.0,1.0,8
4174,1956,Master,Together,10.91962361938,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,130,69,4.30406509320417,1,4.875197323201151,7,2.0,1.0,8
9757,1972,Graduation,Together,11.349311818841736,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,1631,53,5.594711379601839,0,7.397561535524052,23,1.0,1.0,9
6918,1989,Graduation,Married,10.264373617246324,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,36,5.8888779583328805,1,3.5553480614894135,4,1.0,1.0,6
286,1952,Graduation,Single,10.696796759995054,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,152,73,5.3612921657094255,2,5.030437921392435,8,1.0,0.0,0
11086,1984,Basic,Single,10.154557506491177,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,21,41,5.093750200806762,1,3.091042453358316,4,0.0,0.0,0
1921,1967,PhD,Married,10.986359949808731,2,1,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,71,58,5.598421958998375,3,4.276666119016055,5,3.0,1.0,0
4138,1962,Graduation,Single,11.246678673238513,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,899,63,3.6109179126442243,1,6.802394763324311,22,1.0,0.0,1
7718,1947,Master,Together,11.097425172408931,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,711,78,4.2626798770413155,0,6.568077911411976,9,2.0,1.0,3
1291,1978,PhD,Together,10.228609907961754,1,0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,351,47,6.543911845564792,1,5.863631175598097,12,3.0,1.0,7
6862,1971,Graduation,Divorced,7.456454555176209,0,0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,8,54,3.7612001156935624,0,2.1972245773362196,0,1.0,0.0,6
4136,1992,Basic,Single,8.922791623969637,1,0,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,119,33,6.352629396319567,1,4.787491742782046,7,0.0,0.0,6
803,1968,Graduation,Together,10.609600315486096,1,1,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,21,57,6.111467339502679,2,3.091042453358316,3,1.0,1.0,6
4298,1973,PhD,Together,9.924661787767535,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,10,52,4.584967478670572,1,2.3978952727983707,3,3.0,1.0,4
10833,1975,Graduation,Married,11.083787349297781,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,973,50,3.6109179126442243,1,6.881411303642535,24,1.0,1.0,1
9606,1965,PhD,Married,11.155821857739943,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,1536,60,5.726847747587197,0,7.337587743538596,12,3.0,1.0,9
8534,1952,Graduation,Married,11.118904620746322,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,992,73,5.855071922202427,2,6.900730664045173,24,1.0,1.0,5
5153,1967,PhD,Married,11.261472455658843,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,1529,58,6.20050917404269,1,7.333023014386481,32,3.0,1.0,5
961,1972,Graduation,Married,11.221462922203763,0,1,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,860,53,5.673323267171493,1,6.7580945044277305,15,1.0,1.0,2
5011,1963,Graduation,Divorced,11.12901145469236,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,928,62,5.541263545158426,1,6.834108738813838,21,1.0,0.0,5
6653,1970,PhD,Married,10.917975202663861,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,418,55,6.551080335043404,2,6.037870919922137,14,3.0,1.0,7
9094,1955,2n Cycle,Married,11.050461342082116,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,587,70,6.54534966033442,1,6.376726947898627,14,,1.0,5
810,1975,Graduation,Married,11.214398127998244,0,1,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,641,50,3.8918202981106265,1,6.464588303689961,17,1.0,1.0,1
5493,1976,Graduation,Married,10.58042912874914,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,23,49,4.634728988229636,2,3.1780538303479458,3,1.0,1.0,4
2147,1969,Graduation,Together,11.247057068196021,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,2279,56,5.762051382780177,0,7.731930721948486,22,1.0,1.0,9
5107,1973,PhD,Divorced,10.487405632994516,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,49,52,3.7376696182833684,2,3.912023005428146,4,3.0,0.0,4
3979,1983,PhD,Divorced,11.415180323050352,0,0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,1779,42,6.0014148779611505,0,7.484368643286131,16,3.0,0.0,9
6049,1982,Master,Together,11.204373796213224,0,0,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,1804,43,5.332718793265369,0,7.498315870766981,26,2.0,1.0,9
